msisdn,offer_tag,HS_AON,NW_AON,HS_BRAND,HS_BAND,HS_TYPE,Price,data_80_limit_breach,fup_limit_breach,data_usage_level,bundle_consistency,vowifi_mous,customer_age,cricket_cohort_tag,ir_roamer_tag,bb_tag,dth_tag,other_recharge,GENDER_L1,Category,GEO_TAG,AGE_BUCKET,AI_MASTER,NATIONAL_ROAMER,CWE,Digital_Savvy,OTT_LOVER
9870997326,349,53,70,Vivo,4G,Feature Phone,12036,7.0,3.8,Very High,High,263,Adult,0,1,0,0,0,Male,Student,Urban,26-35,1,1,1,0,1
9825706111,349,54,69,Realme,5G,Feature Phone,19620,1.81,1.57,Very High,High,423,Senior,0,0,0,0,1,Male,Business,Rural,36-45,0,0,1,1,0
9894314196,979,59,61,Samsung,5G,Feature Phone,34119,6.37,3.37,Medium,Low,310,Young,1,0,0,1,0,Male,Business,Urban,46-60,1,1,0,0,1
9843554400,349,27,94,Realme,4G,Smartphone,17036,6.99,1.96,Low,Low,199,Young,1,0,1,0,1,Female,Student,Urban,26-35,1,1,1,1,0
9885544313,349,38,118,Xiaomi,5G,Feature Phone,13689,6.98,3.67,Low,Low,273,Adult,1,0,1,0,1,Female,Homemaker,Rural,18-25,1,0,1,0,1
9882333182,349,25,90,Vivo,5G,Feature Phone,10639,6.14,0.74,Very High,High,259,Adult,0,0,1,0,1,Male,Student,Rural,46-60,1,0,0,1,1
9874804708,399,25,39,Samsung,4G,Feature Phone,18560,6.95,2.27,High,Medium,226,Young,0,1,0,1,1,Male,Business,Metro,26-35,0,1,0,1,1
9865552794,3999,46,92,Apple,5G,Smartphone,75024,9.47,4.86,High,Medium,19,Young,0,0,0,1,1,Male,Student,Metro,18-25,1,1,0,1,0
9843231172,349,44,60,Vivo,5G,Smartphone,20943,8.83,0.24,Medium,High,410,Senior,1,1,1,1,1,Female,Business,Rural,46-60,1,1,0,0,1
9895580280,399,59,29,Samsung,5G,Smartphone,18929,6.18,2.1,Medium,Low,105,Adult,0,0,1,1,1,Female,Homemaker,Metro,36-45,0,1,0,0,0
9854496043,3999,40,71,Apple,5G,Feature Phone,146467,5.97,2.19,Low,Medium,145,Young,0,0,1,1,1,Female,Salaried,Metro,18-25,1,0,0,1,1
9859675558,349,34,67,Oppo,5G,Feature Phone,12998,5.75,4.66,Medium,Low,374,Adult,1,1,0,1,0,Male,Homemaker,Urban,46-60,0,0,1,0,0
9810952824,349,25,16,Vivo,4G,Smartphone,12228,9.02,1.27,Low,Low,205,Adult,1,1,0,1,0,Female,Business,Rural,36-45,1,1,0,0,1
9816746869,3999,31,79,Samsung,5G,Smartphone,78840,1.37,1.06,Low,Medium,36,Young,1,0,1,0,1,Male,Student,Metro,36-45,0,1,1,0,1
9822858283,349,57,80,Oppo,5G,Feature Phone,18766,0.81,2.71,Low,Medium,336,Adult,0,0,1,0,1,Female,Homemaker,Rural,26-35,1,0,1,1,0
9837909559,399,52,48,OnePlus,4G,Smartphone,24849,3.6,4.25,Low,Medium,479,Senior,0,1,1,0,1,Female,Business,Urban,18-25,0,1,0,0,0
9846716462,349,60,109,Vivo,4G,Feature Phone,11063,4.3,2.78,High,High,300,Young,1,1,1,1,1,Male,Homemaker,Rural,26-35,0,0,0,1,1
9875884983,349,13,21,Realme,4G,Feature Phone,19514,9.21,4.82,Low,Medium,83,Adult,0,1,0,1,0,Female,Student,Rural,60+,0,0,1,0,0
9865070439,349,7,40,Vivo,5G,Feature Phone,11350,3.93,3.94,High,High,193,Senior,0,0,1,1,1,Female,Business,Rural,36-45,1,1,0,1,1
9868121649,349,26,81,Vivo,5G,Feature Phone,14183,0.32,1.17,High,High,163,Senior,1,1,0,0,1,Female,Student,Urban,26-35,1,0,0,1,0
9838357169,349,22,59,Oppo,5G,Smartphone,11530,0.82,3.9,Medium,Medium,414,Adult,1,0,1,0,1,Female,Student,Urban,46-60,1,1,0,1,1
9826169048,349,33,115,Oppo,4G,Feature Phone,12941,2.89,1.48,Low,Medium,194,Adult,0,1,1,0,0,Female,Salaried,Rural,26-35,0,1,0,0,1
9855937806,349,21,83,Oppo,5G,Feature Phone,8931,3.17,4.77,High,Medium,394,Senior,1,1,1,1,1,Male,Student,Urban,36-45,1,1,1,0,1
9875025468,349,51,13,Realme,4G,Feature Phone,10401,5.51,3.71,Low,Low,75,Adult,1,1,1,0,0,Female,Salaried,Rural,60+,0,0,0,1,0
9899628362,399,56,72,OnePlus,5G,Smartphone,23110,0.0,3.2,Low,High,274,Senior,0,0,0,1,1,Female,Student,Urban,36-45,0,1,1,1,1
9838782591,979,58,42,OnePlus,5G,Feature Phone,31638,3.01,2.2,Medium,High,480,Senior,1,1,0,0,1,Male,Student,Metro,26-35,0,0,0,0,1
9847771584,399,55,59,Samsung,5G,Smartphone,29201,9.38,4.74,Medium,High,11,Adult,1,0,1,1,1,Male,Salaried,Urban,26-35,1,0,1,1,0
9897333942,979,31,101,Apple,5G,Feature Phone,44948,6.99,4.69,Low,High,76,Senior,0,0,0,1,1,Female,Homemaker,Metro,36-45,1,0,0,1,1
9881175094,349,56,93,Realme,4G,Smartphone,12048,4.91,0.25,Medium,Medium,365,Young,1,1,1,1,0,Female,Salaried,Urban,60+,1,1,1,0,0
9832996931,979,20,50,Apple,4G,Smartphone,39450,4.47,3.32,High,Low,228,Senior,1,0,1,1,1,Male,Homemaker,Urban,36-45,0,0,0,0,1
9893664603,979,23,98,Apple,5G,Feature Phone,49505,6.62,3.5,High,Medium,405,Adult,1,0,0,0,0,Male,Business,Metro,46-60,1,1,1,1,0
9821295309,349,55,55,Vivo,5G,Smartphone,17472,0.35,1.44,Low,High,52,Young,0,1,0,0,1,Female,Homemaker,Urban,60+,1,0,1,0,1
9855841043,979,18,88,Samsung,4G,Feature Phone,53424,9.43,2.0,Low,High,10,Senior,1,0,1,0,1,Female,Business,Metro,46-60,0,1,0,0,0
9831017815,399,50,46,Oppo,5G,Feature Phone,31002,9.85,1.05,Very High,Medium,216,Young,0,1,0,1,1,Female,Homemaker,Metro,60+,0,1,0,1,1
9893260859,349,33,114,Oppo,5G,Smartphone,17090,9.74,0.18,High,Low,321,Senior,0,1,0,1,1,Male,Salaried,Rural,60+,0,1,0,1,0
9836516255,349,9,59,Oppo,4G,Feature Phone,21036,8.19,2.15,Very High,High,427,Adult,0,0,1,1,1,Female,Business,Rural,18-25,1,0,1,0,0
9871169266,979,54,66,Apple,5G,Smartphone,30939,3.97,2.88,Low,Medium,290,Young,1,0,1,1,0,Male,Homemaker,Urban,18-25,1,1,0,0,0
9859948235,399,58,44,Vivo,5G,Smartphone,26842,6.46,0.35,High,High,50,Young,1,0,1,1,0,Female,Business,Urban,36-45,0,0,0,1,1
9860767455,399,52,74,Samsung,4G,Feature Phone,24602,8.05,0.78,Low,Low,5,Young,1,1,1,1,1,Male,Salaried,Urban,18-25,0,1,1,1,0
9857403398,979,15,9,Apple,5G,Feature Phone,58943,5.66,0.26,Low,High,2,Adult,1,1,1,0,0,Male,Student,Metro,26-35,0,1,1,1,1
9875707151,349,11,71,Realme,5G,Feature Phone,17677,3.98,4.96,Medium,Low,432,Young,1,0,0,1,1,Male,Business,Urban,36-45,1,1,1,1,1
9855795347,399,60,120,Vivo,5G,Smartphone,23562,6.26,0.68,Very High,Medium,379,Young,0,1,0,1,0,Male,Student,Urban,60+,0,1,0,1,1
9828406185,979,52,89,OnePlus,5G,Feature Phone,49102,8.88,2.21,Very High,Medium,346,Senior,0,1,1,1,0,Female,Business,Urban,26-35,0,0,1,0,0
9822508746,399,56,80,OnePlus,4G,Smartphone,24743,2.53,0.33,Medium,Medium,62,Adult,0,0,0,0,1,Male,Business,Urban,46-60,1,1,1,0,1
9884541528,349,21,58,Oppo,5G,Smartphone,11937,4.17,3.65,High,Medium,287,Senior,0,0,0,1,1,Male,Homemaker,Urban,26-35,1,1,1,1,1
9852350037,349,28,73,Vivo,5G,Feature Phone,9005,0.41,0.44,Very High,High,455,Young,0,1,0,0,0,Female,Student,Rural,46-60,1,1,0,0,0
9882442752,349,40,86,Oppo,5G,Feature Phone,9148,9.39,4.03,Very High,Medium,233,Adult,1,0,1,1,0,Male,Salaried,Rural,46-60,1,0,1,1,1
9851515535,349,10,117,Xiaomi,5G,Feature Phone,19456,7.23,4.59,High,Medium,40,Senior,0,1,1,1,1,Female,Homemaker,Urban,18-25,1,0,0,1,0
9876051639,349,8,100,Xiaomi,4G,Feature Phone,10388,2.21,2.02,Medium,Low,394,Young,0,0,0,1,1,Female,Business,Rural,60+,0,0,1,0,0
9882766948,979,55,18,Samsung,4G,Smartphone,34054,8.57,2.42,High,High,246,Young,1,1,0,1,1,Male,Business,Urban,18-25,0,0,1,1,0
9863632930,349,13,31,Xiaomi,5G,Smartphone,15938,2.93,2.59,High,High,90,Young,0,1,0,1,0,Female,Student,Urban,60+,1,0,1,0,0
9872043080,3999,45,105,Samsung,4G,Smartphone,93486,2.91,1.42,Low,High,13,Young,1,1,1,0,0,Female,Student,Metro,46-60,0,1,0,1,1
9818700587,399,34,66,Oppo,4G,Smartphone,23201,8.8,1.14,Low,Low,496,Adult,0,1,0,0,0,Female,Business,Metro,60+,0,1,1,1,1
9815927550,349,16,40,Oppo,5G,Smartphone,18464,8.85,0.73,Very High,Low,383,Adult,0,0,0,0,0,Male,Salaried,Rural,46-60,1,1,0,0,0
9851987545,979,56,17,Apple,4G,Smartphone,59078,6.47,2.75,Low,High,448,Senior,1,0,1,1,1,Female,Salaried,Metro,36-45,0,1,1,1,0
9841152547,349,52,66,Realme,5G,Smartphone,16801,8.46,1.02,High,High,373,Senior,1,0,1,0,1,Female,Homemaker,Rural,18-25,0,1,0,0,0
9825924946,979,6,11,Samsung,5G,Feature Phone,40116,2.76,4.56,Low,High,133,Young,0,1,1,1,1,Female,Homemaker,Urban,26-35,1,1,0,0,0
9824102431,979,47,30,Samsung,4G,Smartphone,34506,2.49,0.09,Low,High,459,Adult,0,0,0,0,1,Male,Student,Metro,46-60,0,0,1,0,0
9857419351,349,51,31,Oppo,5G,Smartphone,15515,6.96,1.2,Low,High,442,Adult,1,0,0,1,1,Male,Business,Urban,26-35,1,1,1,1,1
9884073156,979,39,10,OnePlus,5G,Feature Phone,31881,2.77,2.76,Low,Medium,270,Young,1,1,0,1,0,Male,Business,Urban,18-25,1,0,0,1,1
9884312279,349,37,27,Realme,5G,Smartphone,12283,1.65,3.73,Very High,High,349,Adult,1,1,1,1,1,Female,Salaried,Urban,46-60,1,0,0,0,1
9841696539,3999,43,40,Samsung,4G,Smartphone,119548,8.18,4.06,Low,High,160,Adult,1,1,1,0,0,Male,Student,Metro,36-45,1,1,0,1,1
9828973534,349,12,105,Xiaomi,5G,Smartphone,8307,8.7,3.78,Medium,Medium,408,Senior,0,1,1,0,0,Female,Homemaker,Rural,36-45,0,0,1,0,0
9865909829,979,54,94,OnePlus,4G,Smartphone,32007,2.6,3.27,High,High,335,Adult,0,1,1,1,1,Male,Student,Metro,26-35,0,0,1,1,1
9837356898,349,50,11,Xiaomi,5G,Smartphone,12157,1.59,2.87,Very High,High,206,Young,0,0,0,0,0,Male,Homemaker,Urban,60+,0,1,0,0,1
9878388529,349,43,15,Vivo,5G,Smartphone,12204,0.56,1.71,High,Low,342,Young,1,1,1,1,1,Male,Salaried,Urban,26-35,0,0,0,1,1
9810818648,1729,15,47,Samsung,5G,Feature Phone,81778,9.04,1.29,High,High,424,Senior,0,0,1,1,1,Female,Homemaker,Urban,18-25,0,0,0,1,0
9866666874,349,26,82,Vivo,5G,Smartphone,16018,3.06,2.37,Very High,Low,237,Adult,0,0,1,0,1,Female,Business,Rural,36-45,1,1,1,0,1
9898852291,399,54,68,Vivo,5G,Feature Phone,26899,9.01,0.97,High,High,394,Adult,0,0,1,0,1,Female,Business,Urban,18-25,1,0,1,1,1
9887177219,349,21,48,Realme,4G,Feature Phone,13835,1.97,2.07,High,Medium,48,Adult,1,1,0,1,1,Female,Homemaker,Urban,18-25,1,1,1,1,0
9845370090,3999,45,118,Apple,5G,Smartphone,125484,1.43,0.78,Medium,Low,460,Adult,0,0,0,0,0,Male,Homemaker,Metro,46-60,0,0,0,1,1
9838662971,349,55,24,Xiaomi,5G,Feature Phone,20349,9.27,3.94,High,Low,344,Adult,0,0,0,1,1,Female,Business,Rural,36-45,1,0,1,0,0
9824645950,349,46,8,Vivo,5G,Smartphone,14275,1.13,2.37,Low,Low,257,Senior,0,1,1,0,0,Female,Student,Urban,36-45,0,1,1,1,0
9841976783,349,58,45,Oppo,5G,Smartphone,9267,7.6,2.97,Very High,Medium,395,Senior,1,1,1,1,0,Female,Homemaker,Rural,18-25,1,0,1,0,1
9865865957,399,6,66,Vivo,4G,Smartphone,19364,2.39,2.19,Very High,Medium,184,Young,1,1,1,1,1,Female,Business,Urban,60+,1,1,0,0,1
9883197126,349,16,10,Oppo,4G,Smartphone,19982,6.64,1.05,High,High,178,Young,1,1,0,0,0,Female,Business,Rural,46-60,1,1,1,0,1
9894743063,1729,12,64,Samsung,4G,Feature Phone,66644,9.01,4.45,Low,Medium,496,Adult,1,0,0,0,0,Male,Student,Metro,36-45,0,0,0,1,1
9821725913,3999,16,79,Samsung,4G,Feature Phone,98646,7.2,2.28,Medium,Medium,8,Senior,1,0,1,1,1,Female,Homemaker,Metro,46-60,0,1,0,1,0
9867914445,349,36,95,Vivo,5G,Smartphone,16114,5.79,1.4,Low,High,244,Adult,0,0,1,1,1,Male,Student,Rural,36-45,0,0,1,0,0
9854608452,349,54,99,Vivo,4G,Feature Phone,18282,6.55,2.49,Very High,Low,404,Senior,1,0,0,0,1,Male,Business,Rural,26-35,0,1,0,1,1
9853975956,349,16,38,Xiaomi,5G,Smartphone,16241,7.52,0.04,High,Medium,76,Senior,1,1,0,0,1,Male,Student,Rural,60+,1,1,0,1,1
9887750379,979,59,39,Samsung,4G,Feature Phone,43471,0.29,3.96,High,High,374,Adult,1,0,1,0,0,Female,Salaried,Metro,60+,0,1,0,1,0
9873843903,349,58,29,Oppo,5G,Smartphone,18942,2.2,3.91,Low,High,172,Senior,0,1,1,1,0,Male,Salaried,Rural,36-45,1,0,1,1,0
9829166715,3999,57,22,Samsung,4G,Smartphone,92698,9.23,4.04,Low,Medium,265,Young,1,1,0,0,0,Female,Salaried,Metro,46-60,1,0,1,0,0
9884634587,399,10,56,Samsung,5G,Feature Phone,32444,9.33,4.88,Very High,Low,35,Adult,1,1,0,0,0,Female,Student,Metro,36-45,1,1,0,0,0
9880978695,349,15,27,Realme,5G,Feature Phone,19164,3.93,4.55,Low,Medium,165,Young,0,0,0,0,1,Female,Student,Urban,36-45,1,1,1,1,0
9866376542,979,7,15,Samsung,5G,Smartphone,58127,0.58,3.29,Low,High,44,Senior,1,1,1,0,1,Female,Business,Urban,26-35,0,0,0,1,1
9866110866,3999,43,49,Samsung,5G,Smartphone,138545,5.68,0.15,Medium,Low,326,Senior,0,0,1,1,0,Male,Student,Metro,46-60,1,1,1,0,0
9848214149,349,21,7,Vivo,4G,Smartphone,20138,5.02,3.87,Low,High,135,Young,0,0,0,0,0,Female,Homemaker,Rural,60+,1,0,0,0,0
9852987722,349,36,40,Oppo,5G,Smartphone,8942,6.45,1.42,Very High,High,437,Adult,0,1,0,1,0,Female,Student,Urban,46-60,1,0,1,1,1
9861502768,349,36,44,Oppo,4G,Smartphone,13714,7.67,0.99,Low,Medium,467,Adult,0,0,1,1,0,Male,Business,Rural,36-45,0,0,0,1,0
9896382563,349,57,32,Realme,4G,Smartphone,10188,7.89,1.97,Low,High,65,Young,0,0,0,0,1,Female,Salaried,Rural,60+,1,1,0,0,0
9867216619,3999,50,103,Samsung,4G,Feature Phone,92356,4.58,1.78,Very High,High,192,Young,0,1,1,0,1,Female,Student,Metro,46-60,0,0,0,1,0
9815307103,979,55,88,Apple,4G,Feature Phone,54721,7.2,4.45,High,Low,321,Senior,0,0,0,1,1,Male,Homemaker,Urban,60+,1,1,1,1,1
9880306266,979,44,45,OnePlus,4G,Smartphone,38557,0.39,1.36,Medium,Medium,364,Adult,1,0,0,1,0,Female,Business,Urban,18-25,1,1,0,0,0
9827194869,349,47,46,Xiaomi,4G,Smartphone,17297,4.7,2.28,Very High,High,316,Senior,1,0,1,0,0,Female,Student,Rural,26-35,0,1,0,1,1
9882229146,349,13,62,Oppo,5G,Smartphone,10369,0.86,4.37,Medium,Low,151,Young,1,0,0,1,1,Female,Homemaker,Urban,36-45,1,0,0,0,1
9889079695,1729,39,30,Samsung,4G,Smartphone,57813,7.91,4.55,Very High,High,323,Adult,0,0,0,1,0,Female,Salaried,Metro,60+,0,0,0,0,1
9836550296,979,34,90,Samsung,4G,Feature Phone,44566,6.99,0.48,High,High,359,Senior,0,1,1,1,0,Male,Student,Metro,18-25,1,1,1,0,0
9829525873,399,55,11,Vivo,5G,Feature Phone,29904,6.15,2.17,Low,Low,75,Senior,0,0,0,1,0,Male,Student,Metro,18-25,0,0,1,1,1
9847921359,3999,57,68,Samsung,5G,Feature Phone,87326,6.22,2.71,Medium,Low,131,Senior,0,0,0,1,0,Female,Salaried,Metro,26-35,1,1,0,0,0
9879973957,349,28,22,Xiaomi,5G,Feature Phone,20573,0.11,1.39,Low,Low,169,Senior,0,0,1,0,1,Female,Salaried,Urban,26-35,0,0,1,0,1
9814173134,349,37,25,Oppo,4G,Smartphone,21511,4.95,4.37,Medium,Low,144,Adult,0,0,1,1,1,Female,Homemaker,Rural,36-45,0,0,1,1,0
9815404201,349,12,12,Vivo,4G,Feature Phone,8663,7.75,0.14,Medium,High,368,Senior,0,1,0,0,0,Female,Student,Rural,60+,0,0,0,1,1
9895114080,1729,24,55,Apple,4G,Smartphone,85254,5.29,3.51,High,Low,141,Senior,0,1,1,1,1,Female,Homemaker,Metro,26-35,1,0,0,1,0
9846336312,349,38,43,Vivo,5G,Feature Phone,8660,4.61,1.51,High,Low,116,Young,1,1,0,1,1,Male,Student,Urban,26-35,1,0,1,0,0
9890635213,349,30,38,Xiaomi,5G,Feature Phone,9512,1.9,2.52,Medium,Low,386,Adult,1,1,0,1,1,Male,Salaried,Rural,26-35,1,0,0,1,1
9829198718,349,45,49,Oppo,5G,Smartphone,15829,3.33,4.2,Medium,Medium,2,Young,0,1,0,1,1,Male,Salaried,Rural,46-60,0,0,0,1,1
9891031506,349,15,84,Realme,4G,Smartphone,12480,0.06,1.14,Medium,High,138,Young,1,1,1,1,1,Female,Business,Urban,46-60,1,0,0,0,0
9878567934,979,38,88,Apple,5G,Smartphone,47984,9.49,2.79,High,High,458,Senior,1,1,0,0,1,Female,Business,Urban,26-35,1,0,1,1,0
9859136269,349,16,24,Oppo,4G,Feature Phone,12530,6.76,4.12,Very High,High,329,Senior,1,1,0,0,0,Male,Homemaker,Urban,46-60,0,0,1,0,0
9830175835,399,25,28,Oppo,4G,Smartphone,31877,9.39,1.24,Low,Medium,261,Adult,0,1,0,1,0,Female,Salaried,Metro,26-35,1,0,1,0,0
9812752004,349,16,36,Xiaomi,5G,Smartphone,15920,0.1,4.25,Very High,Medium,312,Senior,0,0,0,1,0,Male,Salaried,Urban,46-60,1,1,1,0,1
9835148245,1729,29,41,Samsung,5G,Feature Phone,64775,2.18,2.74,High,High,430,Young,0,1,1,0,0,Male,Salaried,Metro,60+,0,1,1,1,0
9845645007,399,9,35,Samsung,5G,Feature Phone,19939,6.35,3.94,Low,Medium,448,Young,0,0,0,0,1,Female,Business,Urban,26-35,1,1,0,0,0
9833801675,349,39,107,Oppo,5G,Feature Phone,20651,7.23,4.05,Low,High,300,Adult,0,0,1,1,1,Female,Student,Rural,26-35,0,0,1,1,0
9865818527,979,24,114,Apple,5G,Smartphone,33059,1.94,1.58,Medium,High,52,Young,1,0,0,1,0,Male,Homemaker,Metro,18-25,1,0,0,0,0
9848063638,349,39,24,Realme,5G,Smartphone,18095,5.41,2.72,Low,Low,273,Senior,1,0,0,0,1,Female,Homemaker,Rural,18-25,1,0,0,1,0
9824937723,349,35,102,Vivo,5G,Smartphone,12898,7.35,2.95,Medium,Medium,11,Young,0,1,0,0,0,Female,Homemaker,Rural,26-35,1,1,0,0,1
9872389615,979,52,6,Apple,4G,Feature Phone,31232,4.45,1.11,High,Low,402,Young,0,1,1,1,1,Male,Salaried,Metro,46-60,1,1,0,0,1
9820965969,349,27,108,Xiaomi,4G,Feature Phone,17739,8.6,3.83,Medium,Low,373,Senior,1,1,1,1,1,Female,Business,Urban,18-25,0,0,1,1,1
9848909066,349,25,61,Realme,5G,Feature Phone,13556,8.53,1.57,High,Low,302,Young,0,0,1,1,1,Male,Student,Urban,46-60,0,1,1,1,0
9885751679,979,38,42,Samsung,4G,Feature Phone,54961,4.55,3.4,High,High,211,Young,1,0,1,0,1,Male,Student,Urban,60+,1,1,0,1,0
9825996126,349,12,74,Oppo,4G,Smartphone,13526,1.3,3.1,Medium,High,357,Young,1,1,0,1,0,Male,Student,Urban,36-45,1,1,0,1,1
9855748518,979,44,17,Apple,4G,Feature Phone,38388,2.64,1.9,Very High,Low,328,Young,1,1,0,0,1,Female,Business,Urban,60+,1,1,0,1,0
9825950765,3999,37,54,Samsung,4G,Smartphone,104447,2.03,4.71,Low,High,54,Young,0,1,0,0,0,Female,Business,Metro,46-60,0,1,1,0,1
9840975820,399,10,118,Samsung,5G,Feature Phone,30067,7.89,2.39,Very High,Medium,329,Young,0,1,0,0,1,Male,Homemaker,Metro,60+,0,0,1,0,0
9886798004,349,28,45,Oppo,4G,Feature Phone,14867,5.85,2.1,High,Low,204,Senior,0,1,1,1,1,Male,Salaried,Rural,26-35,0,1,0,1,1
9887449109,979,46,39,OnePlus,4G,Smartphone,40916,9.23,0.47,Medium,Medium,294,Young,0,1,0,1,0,Male,Business,Urban,36-45,1,0,0,1,1
9833832546,3999,28,16,Apple,4G,Smartphone,117481,0.96,0.63,Low,Low,88,Senior,1,1,0,1,0,Male,Student,Metro,26-35,1,0,1,1,1
9876918126,349,27,106,Oppo,5G,Smartphone,12765,0.15,4.42,Medium,Low,315,Senior,0,0,1,1,0,Male,Business,Urban,46-60,1,0,0,0,1
9811531982,349,29,116,Vivo,4G,Smartphone,15013,3.32,4.98,Very High,Medium,241,Adult,1,1,1,1,0,Male,Homemaker,Rural,60+,1,1,0,0,0
9879018206,349,14,116,Oppo,4G,Smartphone,19652,7.91,0.71,Low,Low,26,Young,1,0,1,1,0,Male,Student,Urban,18-25,1,0,1,0,0
9832776097,979,42,23,Samsung,5G,Feature Phone,50344,5.44,4.9,High,Medium,490,Adult,1,0,0,0,0,Male,Homemaker,Metro,18-25,0,1,1,1,1
9860849761,399,37,10,Samsung,4G,Feature Phone,28956,1.56,3.07,Medium,High,15,Young,1,1,1,0,1,Male,Homemaker,Urban,36-45,0,1,1,1,1
9818912102,399,41,114,Vivo,5G,Feature Phone,27185,8.32,2.74,High,Low,90,Senior,1,1,1,0,0,Male,Salaried,Metro,36-45,1,1,0,1,1
9817628019,349,48,53,Oppo,5G,Feature Phone,17679,2.37,3.87,Very High,Low,287,Senior,0,0,0,1,1,Male,Salaried,Urban,60+,0,0,0,1,1
9874354373,399,7,114,Samsung,5G,Feature Phone,23336,5.47,0.25,Medium,High,244,Senior,0,1,0,1,0,Female,Homemaker,Urban,46-60,0,0,0,0,0
9881436713,349,53,101,Xiaomi,4G,Feature Phone,12448,6.74,4.42,Low,Medium,113,Adult,1,0,0,1,1,Male,Homemaker,Urban,36-45,0,1,1,1,0
9865993918,349,23,100,Vivo,5G,Smartphone,13167,9.61,1.9,High,Low,477,Adult,0,1,1,1,0,Male,Salaried,Urban,60+,1,1,0,1,0
9858759961,349,56,82,Realme,4G,Feature Phone,21446,7.31,1.36,High,Medium,462,Young,0,0,0,1,0,Female,Business,Rural,60+,0,1,1,1,0
9843248178,349,15,9,Vivo,4G,Smartphone,12184,1.22,3.13,Very High,High,127,Young,1,0,0,1,0,Male,Business,Rural,36-45,0,1,0,1,0
9881433855,349,30,39,Oppo,4G,Smartphone,20479,6.32,3.63,Medium,Medium,77,Senior,0,0,1,0,0,Female,Business,Rural,46-60,0,0,1,1,0
9869772177,349,12,91,Xiaomi,5G,Smartphone,9564,6.69,2.92,Low,Low,119,Senior,1,0,1,0,1,Male,Homemaker,Urban,18-25,1,1,1,1,1
9831636973,399,54,57,Vivo,4G,Smartphone,31850,4.47,3.76,Very High,Low,246,Adult,1,1,0,0,1,Female,Homemaker,Urban,46-60,0,1,1,0,1
9835522007,349,47,101,Oppo,4G,Smartphone,15472,7.11,4.28,Very High,Low,163,Young,0,1,0,1,0,Male,Homemaker,Urban,46-60,1,1,1,0,0
9890597140,1729,48,45,Samsung,5G,Smartphone,50867,5.27,1.93,Low,Low,148,Young,0,1,1,0,0,Male,Homemaker,Urban,60+,0,1,0,0,0
9829762370,399,45,107,Oppo,5G,Smartphone,22492,6.68,3.57,Very High,Medium,169,Senior,0,0,1,0,0,Female,Homemaker,Urban,26-35,1,0,1,0,1
9848371499,399,29,43,Oppo,4G,Smartphone,34169,3.24,0.13,Low,Medium,294,Senior,1,1,0,1,0,Female,Homemaker,Urban,36-45,0,0,0,1,1
9846705176,399,47,46,Vivo,5G,Feature Phone,33377,9.14,4.9,High,Medium,324,Adult,1,0,1,1,1,Female,Salaried,Urban,26-35,0,1,0,0,0
9890195707,349,58,61,Xiaomi,5G,Feature Phone,17611,1.98,0.8,Medium,Medium,445,Senior,0,0,0,1,0,Female,Student,Urban,26-35,1,0,1,1,0
9821836274,979,35,79,Samsung,5G,Smartphone,40805,3.14,2.42,Low,High,254,Senior,1,0,1,1,0,Male,Salaried,Metro,46-60,1,0,0,1,1
9856469170,349,26,44,Oppo,4G,Smartphone,19375,7.82,0.59,Very High,Low,153,Senior,0,0,0,0,0,Male,Business,Urban,46-60,0,1,0,1,0
9854706111,349,14,103,Xiaomi,4G,Feature Phone,13268,1.54,3.78,Very High,Medium,409,Adult,1,0,0,1,0,Male,Homemaker,Urban,36-45,0,1,1,1,0
9893164397,349,31,20,Vivo,5G,Smartphone,12337,5.04,1.5,Very High,Low,97,Young,1,1,1,0,0,Male,Business,Urban,36-45,0,1,0,1,0
9852117827,349,14,42,Xiaomi,5G,Feature Phone,12492,2.63,0.2,Low,Low,145,Young,1,1,0,1,1,Female,Business,Urban,36-45,0,1,0,0,1
9896593159,3999,48,120,Apple,4G,Feature Phone,92559,6.77,0.53,Medium,High,457,Young,1,1,1,1,1,Male,Student,Metro,46-60,1,1,0,0,1
9842422448,399,57,117,OnePlus,4G,Feature Phone,24551,3.61,4.46,Low,Medium,216,Young,0,0,0,0,0,Male,Student,Urban,36-45,1,1,1,0,0
9858362122,3999,55,99,Samsung,5G,Feature Phone,79395,3.57,1.15,Very High,Low,212,Senior,1,0,0,1,0,Female,Student,Metro,46-60,0,0,0,0,0
9851423849,349,20,119,Realme,4G,Smartphone,20506,2.16,1.61,Low,Medium,131,Young,1,1,1,0,0,Female,Salaried,Rural,18-25,1,1,1,1,1
9812108633,349,25,13,Xiaomi,4G,Smartphone,12260,4.4,3.45,Medium,Medium,407,Senior,0,0,0,1,0,Male,Student,Rural,60+,1,1,0,1,1
9859409650,349,50,13,Vivo,4G,Feature Phone,19028,2.24,3.54,Low,High,238,Young,1,0,1,1,1,Female,Homemaker,Rural,46-60,1,1,1,0,0
9898358859,349,51,68,Realme,4G,Smartphone,17516,9.26,0.96,Medium,High,419,Senior,1,0,1,0,1,Male,Business,Rural,60+,0,0,0,1,0
9883150215,349,27,93,Realme,4G,Feature Phone,8245,2.4,0.99,Medium,High,186,Adult,0,1,0,0,1,Male,Business,Rural,18-25,0,1,0,1,1
9810371812,979,9,26,OnePlus,5G,Feature Phone,38059,1.64,1.36,Very High,High,156,Adult,0,0,0,0,1,Female,Salaried,Metro,36-45,1,0,1,0,0
